282	718	0
225	775	0
351	649	0
478	522	0
482	518	0
480	520	0
483	517	0
426	574	0
409	591	0
376	624	0
296	704	0
286	714	0
286	714	0
241	759	0
234	766	0
196	804	0
161	839	0
144	856	0
112	888	0
102	898	0
106	894	0
76	924	0
111	889	0
95	905	0
109	891	0
91	909	0
65	935	0
65	935	0
85	915	0
67	933	0
93	907	0
458	542	0
473	527	0
415	585	0
396	604	0
382	618	0
364	636	0
343	657	0
295	705	0
323	677	0
359	641	0
374	626	0
399	601	0
380	620	0
367	633	0
343	657	0
254	746	0
190	810	0
144	856	0
118	882	0
117	883	0
85	915	0
74	926	0
75	925	0
71	929	0
177	823	0
105	895	0
118	882	0
129	871	0
146	854	0
175	825	0
192	808	0
129	871	0
161	839	0
218	782	0
311	689	0
227	773	0
236	764	0
190	810	0
157	843	0
161	839	0
137	863	0
147	853	0
169	831	0
142	858	0
143	857	0
149	851	0
457	543	0
478	522	0
389	611	0
383	617	0
362	638	0
343	657	0
336	664	0
297	703	0
319	681	0
361	639	0
369	631	0
386	614	0
381	619	0
372	628	0
339	661	0
276	724	0
181	819	0
154	846	0
129	871	0
131	869	0
91	909	0
96	904	0
72	928	0
80	920	0
459	541	0
473	527	0
413	587	0
397	603	0
382	618	0
363	637	0
345	655	0
295	705	0
323	677	0
356	644	0
379	621	0
399	601	0
378	622	0
369	631	0
343	657	0
247	753	0
194	806	0
142	858	0
124	876	0
124	876	0
84	916	0
76	924	0
76	924	0
75	925	0
64	936	0
85	915	0
82	918	0
80	920	0
79	921	0
69	931	0
78	922	0
74	926	0
107	893	0
177	823	0
105	895	0
118	882	0
129	871	0
146	854	0
175	825	0
192	808	0
129	871	0
161	839	0
218	782	0
311	689	0
227	773	0
236	764	0
190	810	0
157	843	0
161	839	0
137	863	0
147	853	0
169	831	0
142	858	0
143	857	0
149	851	0
141	859	0
149	851	0
146	854	0
142	858	0
114	886	0
155	845	0
139	861	0
113	887	0
151	849	0
128	872	0
124	876	0
145	855	0
111	889	0
143	857	0
103	897	0
100	900	0
108	892	0
105	895	0
103	897	0
111	889	0
108	892	0
118	882	0
109	891	0
77	923	0
95	905	0
93	907	0
94	906	0
94	906	0
110	890	0
103	897	0
86	914	0
103	897	0
105	895	0
89	911	0
86	914	0
85	915	0
81	919	0
93	907	0
82	918	0
85	915	0
80	920	0
73	927	0
76	924	0
76	924	0
68	932	0
87	913	0
81	919	0
98	902	0
82	918	0
80	920	0
75	925	0
79	921	0
99	901	0
101	899	0
91	909	0
102	898	0
92	908	0
101	899	0
74	926	0
98	902	0
93	907	0
91	909	0
94	906	0
95	905	0
113	887	0
93	907	0
102	898	0
86	914	0
107	893	0
88	912	0
88	912	0
91	909	0
101	899	0
95	905	0
113	887	0
106	894	0
110	890	0
108	892	0
86	914	0
123	877	0
98	902	0
96	904	0
94	906	0
84	916	0
107	893	0
107	893	0
87	913	0
101	899	0
94	906	0
103	897	0
107	893	0
104	896	0
90	910	0
100	900	0
87	913	0
95	905	0
98	902	0
79	921	0
76	924	0
83	917	0
93	907	0
94	906	0
108	892	0
73	927	0
81	919	0
70	930	0
72	928	0
58	942	0
58	942	0
59	941	0
68	932	0
49	951	0
64	936	0
60	940	0
81	919	0
72	928	0
78	922	0
77	923	0
82	918	0
80	920	0
113	887	0
132	868	0
122	878	0
121	879	0
126	874	0
124	876	0
135	865	0
145	855	0
148	852	0
172	828	0
239	761	0
459	541	0
473	527	0
413	587	0
397	603	0
382	618	0
363	637	0
345	655	0
295	705	0
323	677	0
356	644	0
379	621	0
399	601	0
378	622	0
369	631	0
343	657	0
247	753	0
194	806	0
142	858	0
124	876	0
124	876	0
84	916	0
76	924	0
76	924	0
75	925	0
64	936	0
85	915	0
82	918	0
80	920	0
79	921	0
69	931	0
570	430	0
599	401	0
533	467	0
455	545	0
400	600	0
347	653	0
342	658	0
324	676	0
277	723	0
233	767	0
280	720	0
210	790	0
198	802	0
193	807	0
157	843	0
149	851	0
112	888	0
102	898	0
93	907	0
75	925	0
77	923	0
66	934	0
66	934	0
74	926	0
55	945	0
60	940	0
63	937	0
58	942	0
62	938	0
72	928	0
87	913	0
84	916	0
116	884	0
195	805	0
