451	549	0
473	527	0
418	582	0
395	605	0
379	621	0
366	634	0
346	654	0
299	701	0
320	680	0
357	643	0
375	625	0
403	597	0
376	624	0
365	635	0
353	647	0
240	760	0
193	807	0
143	857	0
136	864	0
118	882	0
82	918	0
82	918	0
74	926	0
73	927	0
451	549	0
473	527	0
418	582	0
395	605	0
379	621	0
366	634	0
346	654	0
299	701	0
320	680	0
357	643	0
375	625	0
403	597	0
376	624	0
365	635	0
353	647	0
240	760	0
193	807	0
143	857	0
136	864	0
118	882	0
82	918	0
82	918	0
74	926	0
73	927	0
73	927	0
83	917	0
86	914	0
79	921	0
90	910	0
451	549	0
473	527	0
420	580	0
396	604	0
378	622	0
366	634	0
344	656	0
299	701	0
323	677	0
354	646	0
376	624	0
401	599	0
376	624	0
367	633	0
353	647	0
238	762	0
193	807	0
143	857	0
136	864	0
118	882	0
82	918	0
82	918	0
74	926	0
73	927	0
71	929	0
83	917	0
87	913	0
80	920	0
89	911	0
74	926	0
74	926	0
71	929	0
103	897	0
206	794	0
451	549	0
473	527	0
420	580	0
396	604	0
705	295	0
527	473	0
473	527	0
504	496	0
561	439	0
500	500	0
338	662	0
205	795	0
192	808	0
195	805	0
153	847	0
160	840	0
144	856	0
131	869	0
131	869	0
124	876	0
100	900	0
102	898	0
77	923	0
69	931	0
36	964	0
30	970	0
29	971	0
19	981	0
24	976	0
17	983	0
451	549	0
473	527	0
418	582	0
395	605	0
379	621	0
366	634	0
346	654	0
299	701	0
320	680	0
357	643	0
375	625	0
403	597	0
376	624	0
365	635	0
353	647	0
240	760	0
193	807	0
143	857	0
136	864	0
118	882	0
82	918	0
82	918	0
74	926	0
73	927	0
73	927	0
83	917	0
86	914	0
79	921	0
90	910	0
74	926	0
73	927	0
70	930	0
103	897	0
204	796	0
451	549	0
473	527	0
418	582	0
395	605	0
379	621	0
366	634	0
346	654	0
299	701	0
320	680	0
357	643	0
375	625	0
403	597	0
376	624	0
365	635	0
353	647	0
240	760	0
193	807	0
143	857	0
136	864	0
118	882	0
82	918	0
82	918	0
74	926	0
73	927	0
73	927	0
83	917	0
86	914	0
79	921	0
90	910	0
74	926	0
73	927	0
70	930	0
103	897	0
450	550	0
473	527	0
419	581	0
394	606	0
379	621	0
366	634	0
347	653	0
299	701	0
320	680	0
356	644	0
375	625	0
403	597	0
375	625	0
367	633	0
352	648	0
240	760	0
192	808	0
145	855	0
135	865	0
119	881	0
81	919	0
83	917	0
73	927	0
74	926	0
71	929	0
83	917	0
86	914	0
78	922	0
90	910	0
74	926	0
73	927	0
70	930	0
104	896	0
438	562	0
319	681	0
305	695	0
346	654	0
314	686	0
347	653	0
306	694	0
256	744	0
288	712	0
272	728	0
263	737	0
242	758	0
258	742	0
223	777	0
225	775	0
236	764	0
232	768	0
228	772	0
187	813	0
186	814	0
193	807	0
178	822	0
179	821	0
164	836	0
451	549	0
473	527	0
418	582	0
395	605	0
379	621	0
366	634	0
346	654	0
299	701	0
320	680	0
357	643	0
375	625	0
403	597	0
376	624	0
365	635	0
353	647	0
240	760	0
193	807	0
143	857	0
136	864	0
118	882	0
82	918	0
82	918	0
74	926	0
73	927	0
73	927	0
83	917	0
86	914	0
79	921	0
90	910	0
74	926	0
73	927	0
70	930	0
103	897	0
438	562	0
438	562	0
319	681	0
305	695	0
346	654	0
314	686	0
347	653	0
306	694	0
256	744	0
288	712	0
272	728	0
263	737	0
242	758	0
258	742	0
223	777	0
225	775	0
236	764	0
232	768	0
228	772	0
187	813	0
186	814	0
310	690	0
8	992	0
7	993	0
10	990	0
13	987	0
14	986	0
8	992	0
13	987	0
14	986	0
16	984	0
23	977	0
25	975	0
25	975	0
29	971	0
451	549	0
473	527	0
418	582	0
395	605	0
379	621	0
366	634	0
346	654	0
299	701	0
320	680	0
357	643	0
375	625	0
403	597	0
376	624	0
365	635	0
353	647	0
240	760	0
193	807	0
143	857	0
136	864	0
118	882	0
82	918	0
82	918	0
74	926	0
73	927	0
73	927	0
83	917	0
86	914	0
79	921	0
90	910	0
74	926	0
73	927	0
70	930	0
451	549	0
473	527	0
418	582	0
395	605	0
379	621	0
366	634	0
346	654	0
299	701	0
320	680	0
357	643	0
375	625	0
403	597	0
376	624	0
365	635	0
451	549	0
473	527	0
418	582	0
395	605	0
379	621	0
366	634	0
346	654	0
299	701	0
320	680	0
357	643	0
375	625	0
403	597	0
376	624	0
365	635	0
353	647	0
240	760	0
193	807	0
143	857	0
136	864	0
118	882	0
82	918	0
82	918	0
74	926	0
73	927	0
451	549	0
473	527	0
418	582	0
395	605	0
379	621	0
366	634	0
346	654	0
299	701	0
320	680	0
357	643	0
375	625	0
403	597	0
376	624	0
365	635	0
353	647	0
240	760	0
193	807	0
143	857	0
136	864	0
118	882	0
82	918	0
82	918	0
74	926	0
73	927	0
403	597	0
278	722	0
250	750	0
250	750	0
309	691	0
268	732	0
270	730	0
262	738	0
236	764	0
216	784	0
178	822	0
600	400	0
450	550	0
393	607	0
395	605	0
333	667	0
233	767	0
147	853	0
111	889	0
72	928	0
51	949	0
451	549	0
473	527	0
418	582	0
395	605	0
379	621	0
366	634	0
346	654	0
299	701	0
320	680	0
357	643	0
375	625	0
403	597	0
376	624	0
365	635	0
353	647	0
240	760	0
193	807	0
143	857	0
136	864	0
118	882	0
82	918	0
82	918	0
74	926	0
73	927	0
648	352	0
434	566	0
285	715	0
